cell,shock,clock,books,paired_gap_bps,cluster
crash-night-b3,crash,night,3,154.365017,material
wick-persist-work-b3,wick-persist,work,3,154.381432,material
crash-work-b3,crash,work,3,155.213084,material
crash-work-b3,crash,work,3,155.494961,material
crash-night-b3,crash,night,3,155.895558,material
wick-persist-night-b3,wick-persist,night,3,155.982760,material
wick-persist-work-b3,wick-persist,work,3,157.197854,material
crash-work-b3,crash,work,3,158.348842,material
crash-work-b1,crash,work,1,158.410210,material
crash-work-b1,crash,work,1,158.728355,material
crash-night-b3,crash,night,3,158.765443,material
crash-work-b1,crash,work,1,159.373275,material
crash-night-b1,crash,night,1,160.086385,material
crash-night-b3,crash,night,3,160.886546,material
wick-persist-night-b3,wick-persist,night,3,160.906839,material
crash-night-b3,crash,night,3,161.095198,material
crash-work-b3,crash,work,3,161.447371,material
crash-work-b3,crash,work,3,161.468073,material
crash-night-b3,crash,night,3,162.042837,material
wick-persist-night-b3,wick-persist,night,3,163.484958,material
wick-persist-night-b3,wick-persist,night,3,163.800007,material
crash-work-b1,crash,work,1,163.873075,material
crash-work-b3,crash,work,3,164.166375,material
crash-night-b3,crash,night,3,165.095407,material
crash-work-b3,crash,work,3,165.300192,material
crash-night-b1,crash,night,1,165.530979,material
crash-night-b1,crash,night,1,165.695615,material
crash-night-b1,crash,night,1,166.078089,material
crash-night-b3,crash,night,3,166.375971,material
crash-night-b1,crash,night,1,166.917867,material
crash-work-b3,crash,work,3,166.994681,material
crash-night-b1,crash,night,1,167.004443,material
crash-night-b3,crash,night,3,167.043591,material
crash-work-b1,crash,work,1,167.082239,material
crash-night-b3,crash,night,3,167.566702,material
crash-night-b1,crash,night,1,168.312036,material
crash-night-b1,crash,night,1,168.377639,material
crash-night-b1,crash,night,1,168.657914,material
crash-night-b1,crash,night,1,169.517025,material
crash-night-b1,crash,night,1,169.992786,material
crash-night-b3,crash,night,3,170.287575,material
crash-work-b1,crash,work,1,170.349021,material
crash-night-b3,crash,night,3,171.325034,material
crash-night-b3,crash,night,3,171.385192,material
crash-work-b3,crash,work,3,171.497373,material
crash-work-b1,crash,work,1,171.708384,material
crash-work-b1,crash,work,1,171.916077,material
crash-work-b3,crash,work,3,172.657975,material
crash-night-b3,crash,night,3,173.293426,material
crash-work-b3,crash,work,3,173.371942,material
crash-night-b3,crash,night,3,173.572526,material
crash-night-b1,crash,night,1,174.182796,material
crash-night-b3,crash,night,3,174.384776,material
crash-work-b3,crash,work,3,174.476294,material
crash-work-b3,crash,work,3,175.019318,material
crash-work-b1,crash,work,1,175.722149,material
crash-work-b1,crash,work,1,176.332020,material
crash-work-b3,crash,work,3,179.479859,material
crash-night-b3,crash,night,3,179.611582,material
crash-work-b3,crash,work,3,180.656131,material
crash-night-b3,crash,night,3,180.874186,material
crash-work-b3,crash,work,3,181.239207,material
crash-work-b3,crash,work,3,181.554123,material
crash-night-b1,crash,night,1,182.336172,material
crash-work-b1,crash,work,1,182.526878,material
crash-work-b3,crash,work,3,182.765052,material
crash-work-b3,crash,work,3,183.030800,material
crash-work-b3,crash,work,3,183.046933,material
crash-work-b1,crash,work,1,183.074256,material
crash-work-b1,crash,work,1,183.245939,material
crash-night-b3,crash,night,3,183.512082,material
crash-work-b3,crash,work,3,183.715539,material
crash-night-b3,crash,night,3,183.730997,material
crash-work-b3,crash,work,3,184.120946,material
crash-night-b3,crash,night,3,184.297178,material
crash-work-b3,crash,work,3,184.701144,material
crash-night-b3,crash,night,3,185.354155,material
crash-work-b3,crash,work,3,185.449604,material
crash-work-b1,crash,work,1,186.160238,material
crash-work-b3,crash,work,3,186.409183,material
crash-night-b1,crash,night,1,187.465956,material
crash-night-b1,crash,night,1,187.554845,material
wick-persist-work-b3,wick-persist,work,3,187.965774,material
crash-night-b1,crash,night,1,189.387374,material
crash-night-b1,crash,night,1,189.392090,material
crash-night-b1,crash,night,1,190.395268,material
crash-night-b3,crash,night,3,190.680670,material
crash-work-b3,crash,work,3,190.887638,material
crash-work-b3,crash,work,3,192.027092,material
crash-work-b1,crash,work,1,193.039193,material
crash-night-b1,crash,night,1,195.187310,material
crash-night-b1,crash,night,1,195.861282,material
crash-work-b1,crash,work,1,196.134708,material
crash-night-b3,crash,night,3,196.579679,material
crash-work-b3,crash,work,3,196.727122,material
crash-work-b3,crash,work,3,198.732817,material
crash-night-b3,crash,night,3,199.400612,material
crash-night-b1,crash,night,1,200.067911,material
crash-night-b3,crash,night,3,201.021193,material
crash-work-b1,crash,work,1,201.794276,material
crash-night-b3,crash,night,3,202.474956,material
crash-work-b3,crash,work,3,202.672332,material
crash-night-b3,crash,night,3,202.955514,material
crash-night-b1,crash,night,1,204.000502,material
crash-night-b1,crash,night,1,204.445570,material
crash-night-b1,crash,night,1,206.567133,material
crash-work-b1,crash,work,1,206.675319,material
crash-night-b3,crash,night,3,207.151464,material
crash-night-b3,crash,night,3,208.442739,material
crash-work-b1,crash,work,1,209.610912,material
crash-work-b3,crash,work,3,210.205835,material
crash-work-b1,crash,work,1,210.594702,material
crash-work-b1,crash,work,1,210.996214,material
crash-night-b3,crash,night,3,211.822760,material
crash-work-b1,crash,work,1,213.445898,material
crash-work-b3,crash,work,3,213.687431,material
crash-night-b1,crash,night,1,217.838077,material
crash-night-b1,crash,night,1,219.440779,material
crash-night-b1,crash,night,1,219.872142,material
crash-night-b3,crash,night,3,220.688322,material
crash-night-b1,crash,night,1,224.379796,material
crash-work-b3,crash,work,3,225.317491,material
crash-work-b1,crash,work,1,229.493921,material
crash-work-b1,crash,work,1,229.594123,material
crash-night-b1,crash,night,1,231.647428,material
crash-night-b1,crash,night,1,232.106011,material
crash-night-b3,crash,night,3,232.427671,material
crash-night-b1,crash,night,1,233.289987,material
crash-night-b1,crash,night,1,234.623549,material
crash-night-b1,crash,night,1,236.206190,material
wick-persist-night-b3,wick-persist,night,3,238.004008,material
crash-work-b1,crash,work,1,244.234667,material
wick-persist-night-b3,wick-persist,night,3,244.431560,material
crash-night-b1,crash,night,1,245.472028,material
crash-night-b3,crash,night,3,248.147962,material
crash-night-b3,crash,night,3,248.343453,material
wick-persist-night-b3,wick-persist,night,3,249.400596,material
crash-work-b1,crash,work,1,249.723741,material
crash-work-b1,crash,work,1,249.857581,material
wick-persist-night-b3,wick-persist,night,3,249.937826,material
wick-persist-night-b3,wick-persist,night,3,255.161841,material
wick-persist-work-b3,wick-persist,work,3,257.834694,material
wick-persist-work-b3,wick-persist,work,3,259.127219,material
wick-persist-night-b3,wick-persist,night,3,271.595746,material
wick-persist-work-b3,wick-persist,work,3,273.314121,material
wick-persist-work-b3,wick-persist,work,3,275.148929,material
wick-persist-night-b3,wick-persist,night,3,277.017533,material
wick-persist-work-b3,wick-persist,work,3,277.855812,material
wick-persist-work-b3,wick-persist,work,3,278.012059,material
wick-persist-work-b3,wick-persist,work,3,279.164351,material
wick-persist-work-b3,wick-persist,work,3,279.189890,material
wick-persist-work-b3,wick-persist,work,3,281.321157,material
wick-persist-night-b3,wick-persist,night,3,282.643047,material
wick-persist-work-b3,wick-persist,work,3,282.687043,material
wick-persist-work-b3,wick-persist,work,3,285.522982,material
wick-persist-night-b3,wick-persist,night,3,291.341081,material
wick-persist-work-b3,wick-persist,work,3,291.977831,material
wick-persist-night-b3,wick-persist,night,3,292.775142,material
wick-persist-work-b3,wick-persist,work,3,298.524396,material
wick-persist-night-b3,wick-persist,night,3,298.600913,material
wick-persist-work-b3,wick-persist,work,3,303.034071,material
wick-persist-work-b3,wick-persist,work,3,304.400965,material
wick-persist-work-b3,wick-persist,work,3,307.070960,material
wick-persist-work-b3,wick-persist,work,3,312.470361,material
wick-persist-night-b3,wick-persist,night,3,312.854671,material
wick-persist-night-b3,wick-persist,night,3,318.347212,material
wick-persist-night-b3,wick-persist,night,3,319.566073,material
wick-persist-night-b1,wick-persist,night,1,322.730450,material
wick-persist-night-b3,wick-persist,night,3,324.279326,material
wick-persist-work-b3,wick-persist,work,3,325.151008,material
wick-persist-work-b3,wick-persist,work,3,335.638929,material
wick-persist-night-b1,wick-persist,night,1,338.025850,material
wick-persist-night-b3,wick-persist,night,3,343.367776,material
wick-persist-night-b1,wick-persist,night,1,367.624996,material
wick-persist-night-b1,wick-persist,night,1,372.982035,material
wick-persist-night-b1,wick-persist,night,1,374.513093,material
wick-persist-night-b3,wick-persist,night,3,381.496026,material
wick-persist-work-b3,wick-persist,work,3,382.378222,material
wick-persist-work-b1,wick-persist,work,1,386.442489,material
wick-persist-work-b1,wick-persist,work,1,386.527689,material
wick-persist-work-b1,wick-persist,work,1,388.373498,material
wick-persist-work-b1,wick-persist,work,1,392.277550,material
wick-persist-work-b1,wick-persist,work,1,394.438341,material
wick-persist-night-b1,wick-persist,night,1,396.102844,material
wick-persist-night-b1,wick-persist,night,1,396.676972,material
wick-persist-work-b3,wick-persist,work,3,398.781857,material
wick-persist-night-b1,wick-persist,night,1,400.598954,material
wick-persist-work-b1,wick-persist,work,1,401.525784,material
wick-persist-work-b1,wick-persist,work,1,401.664559,material
wick-persist-night-b3,wick-persist,night,3,402.581649,material
wick-persist-work-b3,wick-persist,work,3,403.149662,material
wick-persist-night-b1,wick-persist,night,1,403.781076,material
wick-persist-night-b1,wick-persist,night,1,404.331309,material
wick-persist-work-b1,wick-persist,work,1,408.974968,material
wick-persist-work-b1,wick-persist,work,1,409.976815,material
wick-persist-night-b1,wick-persist,night,1,416.677958,material
wick-persist-night-b1,wick-persist,night,1,420.957956,material
wick-persist-night-b1,wick-persist,night,1,421.860944,material
wick-persist-work-b1,wick-persist,work,1,423.115613,material
wick-persist-night-b1,wick-persist,night,1,423.654067,material
wick-persist-night-b1,wick-persist,night,1,423.741088,material
wick-persist-work-b1,wick-persist,work,1,424.295539,material
wick-persist-night-b1,wick-persist,night,1,427.053967,material
wick-persist-work-b1,wick-persist,work,1,429.801437,material
wick-persist-work-b1,wick-persist,work,1,431.058031,material
wick-persist-work-b1,wick-persist,work,1,433.611801,material
wick-persist-night-b1,wick-persist,night,1,436.014423,material
wick-persist-night-b1,wick-persist,night,1,436.649509,material
wick-persist-night-b1,wick-persist,night,1,438.336085,material
wick-persist-work-b3,wick-persist,work,3,439.505368,material
wick-persist-night-b3,wick-persist,night,3,439.520160,material
wick-persist-night-b1,wick-persist,night,1,442.217380,material
wick-persist-work-b1,wick-persist,work,1,442.300532,material
wick-persist-work-b1,wick-persist,work,1,442.794316,material
wick-persist-night-b1,wick-persist,night,1,443.826930,material
wick-persist-work-b1,wick-persist,work,1,445.079762,material
wick-persist-night-b3,wick-persist,night,3,446.633343,material
wick-persist-night-b1,wick-persist,night,1,449.472938,material
wick-persist-night-b1,wick-persist,night,1,449.855799,material
wick-persist-work-b1,wick-persist,work,1,450.268799,material
wick-persist-night-b1,wick-persist,night,1,451.033670,material
wick-persist-work-b1,wick-persist,work,1,451.124888,material
wick-persist-night-b1,wick-persist,night,1,452.455470,material
wick-persist-work-b1,wick-persist,work,1,452.749055,material
wick-persist-work-b1,wick-persist,work,1,453.007399,material
wick-persist-work-b1,wick-persist,work,1,453.223904,material
wick-persist-work-b1,wick-persist,work,1,454.215291,material
wick-persist-night-b3,wick-persist,night,3,454.695718,material
wick-persist-night-b1,wick-persist,night,1,456.825588,material
wick-persist-night-b3,wick-persist,night,3,456.917677,material
wick-persist-night-b1,wick-persist,night,1,457.875118,material
wick-persist-night-b1,wick-persist,night,1,457.887812,material
wick-persist-work-b3,wick-persist,work,3,458.377757,material
